V011,AP0001,AP0002,AP0003,AP0004,AP0005,AP0006,AP0007,AP0008,AP0009,AP0010,AP0011,AP012,AP0013,AP0014,AP015,AP0016,AP0019,AP0020,AP0062,DOMPRECDOMEXP,DOMPRECRESEXP,ADENSEXCDOMEXP,ADENSEXCRESEXP,ONUSEXCDOMEXP,ONUSEXCRESEXP,COABFAMDOMEXP,COABFAMRESEXP
3550308005276,16746,17310,34056,"40,08",16030,2333,178,15515,0,28795,"653,6188",0,7173,18,9576,34207,9411,166,"1903,7383","32,24","2673,33","195,58","26715,1","274,69","20106,24",514,"28802,5"
3550308005277,17602,18373,35975,"44,50",15467,3038,19,17408,20,29939,"484,8264",0,7806,60,9770,36106,9549,221,"1458,6714","531,63","35378,34","303,6","30720,99","281,39","12826,63",639,"38467,98"
3550308005278,15356,15881,31237,"41,08",13643,2039,202,15353,0,26623,"558,4023",0,8690,0,8690,31468,8488,202,"1655,9467","71,17","6343,71","173,7","14495,93","271,3","16948,73",640,"36891,74"
3550308005279,15543,16545,32088,"43,62",14392,1760,399,15537,0,27113,"562,2249",0,8921,0,9017,32154,9017,0,"1679,9118","12,78","489,91","248,64","25017,83","425,22","28371,93",693,"41825,3"
3550308005280,26467,28854,55321,"43,12",25903,4934,157,23058,39,47619,"615,2917","35734,81",14513,64,15767,55598,15500,267,"1810,4223","58,11","3788,55","376,9","42305,41","655,66","44612,21",1360,"76783,34"
3550308005281,14476,14612,29088,"42,00",9937,2127,229,16795,0,23886,"502,1015","9184,3",7604,75,8177,29218,7873,304,"1452,9084","117,59","8151,6","309,05","32810,3","314,76","14930,76",566,"37938,15"
3550308005282,18050,19262,37312,"41,81",15682,2767,136,18727,0,31851,"643,1877",0,10330,83,10471,37512,10435,37,"1893,778",0,0,"386,08","37951,38","477,81","29480,74",783,"52325,03"
3550308005283,25253,27699,52952,"43,55",25679,3920,526,22757,70,45976,"731,6778",0,15711,25,15795,53336,15796,0,"2093,2344","14,1","596,08","628,46","81285,7","1003,31","64839,12",1410,"100594,04"
3550308005284,22187,23793,45980,"43,27",20082,4146,281,21452,20,40290,"761,295",0,11117,636,13222,46256,13202,21,"2259,8633","41,28","3834,44","364,96","34970,85","601,09","31903,9",1238,"67713,21"
3550308005285,21676,22888,44564,"43,72",17788,3878,538,22322,38,38393,"630,1199",0,12318,68,12528,44776,12355,173,"1886,8192","53,25","4177,6","494,21","47842,57","301,48","16205,97",1261,"63793,17"
3550308005286,15960,17387,33347,"41,94",14648,2553,150,15997,0,29395,"744,4102",0,9513,0,9759,33452,9760,0,"2164,2428",0,0,"301,7","37093,08","436,61","25651,93",946,"63179,05"
3550308005287,23272,25575,48847,"44,18",24326,2966,725,20665,62,42787,"964,2082",0,13554,278,14553,49186,14403,150,"2851,8091","44,61","4571,07","484,18","47632,98","956,13","55719,61",1056,"64327,09"
3550308005288,14993,15504,30497,"42,46",10636,3281,322,16258,0,26076,"514,1094","4797,04",8697,0,8752,30585,8392,360,"1462,7331","56,64","1889,31","376,22","48272,11","496,64","37797,06",652,"38628,26"
3550308005289,14536,15616,30152,"43,62",10188,2594,111,17201,57,24465,"564,5879","5625,87",8586,0,8628,30198,8424,205,"1597,4416","71,79","5946,78","391,21","41837,37","484,05","29776,14",563,"28628,97"
3550308005290,16240,16726,32966,"40,80",10023,3205,103,19635,0,26444,"447,8081",0,8939,0,9216,33088,8394,822,"1285,9252","54,43","10245,09","244,69","26161,15","345,17","23729,68",611,"37483,34"
3550308005291,20071,21224,41295,"45,63",17064,3009,305,20918,0,35235,"575,157",0,12110,38,12249,41443,12163,87,"1613,6363",0,0,"520,24","69524,77","606,43","39657,03",865,"57279,34"
3550308005292,21021,22361,43382,"44,39",15205,3980,221,23954,21,36661,"606,9598",0,12656,63,13017,43615,12992,25,"1683,1313","31,51","1880,44","553,13","53088,95","865,79","58776,96",1081,"68050,62"
3550308005293,19127,20148,39275,"41,89",15439,4337,351,19110,38,33235,"547,712",0,11328,20,11541,39544,11286,254,"1540,5523","24,18","2923,56","703,1","71078,44","391,48","21965,7",735,"43644,96"
3550308005294,14731,15933,30664,"45,99",12932,3207,309,14193,23,26609,"763,3446",0,9172,22,9225,30900,9183,43,"2133,692",0,0,"406,23","39292,91","454,3","27018,5",481,"27730,18"
3550308005295,16024,17414,33438,"41,07",13879,1933,185,17337,56,29119,"633,6413",0,7622,58,9934,33572,9917,17,"1790,6064",0,0,"631,14","74111,07","389,76","34212,98",677,"41926,08"
3550308005296,24391,26498,50889,"42,95",22317,4715,450,23385,22,43508,"647,37",0,13772,105,15299,51112,15280,18,"1804,8181","120,08","7515,09","514,06","42926,52","820,52","44436,07",782,"47678,03"
3550308005297,13928,15316,29244,"43,51",11453,2271,199,15305,16,25584,"783,089",0,7723,105,8531,29348,8506,26,"2250,5524","33,91","768,18","192,52","21858,81","476,11","29759,11",513,"34754,99"
3550308005298,4217,4041,8258,"44,67",4160,432,76,3543,47,6793,"475,0705",0,2336,7,2422,8283,281,2141,"1383,7187","59,1","1188,1","8,26","178,56","3,92","30,7",186,"2952,75"
3550308005299,13986,14905,28891,"44,09",14091,2654,258,11834,54,25316,"589,0956","40036,28",7628,607,8394,29098,7653,741,"1712,5474","376,27","19165,41","275,27","26906,52","139,42","7966,4",699,"47600,28"
3550308005300,17878,18280,36158,"40,84",14365,1915,257,19605,16,30478,"599,6662",0,10023,17,10173,36348,8563,1611,"1772,4043","95,29","7445,94","353,71","45118,46","349,45","34404,44",866,"47477,96"
3550308005301,15816,16323,32139,"44,38",13275,2659,409,15796,0,27146,"531,7134",0,9154,0,9232,32315,7271,1961,"1539,6257","41,83","2141,69","84,19","13144,54","99,15","5370,97",515,"25644,68"
3550308005302,16668,17327,33995,"43,39",11626,1846,133,19385,1005,28114,"418,453",0,9453,0,9520,34042,7432,2088,"1215,0751","128,75","12466,73","260,04","29127,35","316,03","20395,49",603,"30085,49"
3550308005303,14739,14821,29560,"41,50",11812,3354,38,14356,0,24906,"568,4578",0,8478,25,8585,29722,6497,2088,"1630,831","15,42","475,26","249,55",36016,"160,62","11816,57",507,"33075,62"
3550308005304,16545,17377,33922,"45,00",12448,2647,19,18781,27,28278,"519,2001",0,9510,0,9692,34197,9649,43,"1483,9988","16,21","2363,93","345,66","36319,54","391,67","30974,61",618,"30868,35"
3550308005305,12104,13709,25813,"42,18",18060,1730,603,5420,0,23605,"1114,2798",0,5383,0,8239,26051,8227,12,"3063,4801","76,19","9496,74","339,75","37388,43","430,03","28582,3",628,"42233,49"
3550308005306,14841,15491,30332,"43,58",12878,1656,238,15492,69,25621,"557,2396",0,8297,0,8374,30464,7887,487,"1691,6539","37,34","2428,75","251,72","40612,31","296,26","20557,69",735,"44733,13"
3550308005307,18016,18387,36403,"43,25",16633,2414,315,16935,106,30387,"644,6152","34194,24",10515,186,10766,36614,10623,142,"1798,8927","34,07","1405,35","522,53","52105,46","574,28","38799,2",731,"43557,14"
3550308005308,13178,15401,28579,"44,49",19120,1872,2055,5505,28,26122,"1493,6826",0,6788,73,9566,28792,9442,125,"4024,9723","96,95","6595,38","160,94","15115,16","485,53","24576,32",744,"42017,9"
3550308005309,16881,17779,34660,"43,66",16978,3498,81,14082,22,29307,"625,114",0,8717,78,9601,34763,8581,1020,"1863,3612","324,75","23010,52","301,64","33552,14","385,59","22337,78",769,"49881,34"
3550308005310,13367,14817,28184,"45,49",21887,1210,500,4587,0,25902,"2027,1251",0,4664,311,9622,28460,9542,80,"5292,5489","157,23","13544,1","95,16","8702,56","233,91","13583,91",533,"32808,32"
3551009005001,17205,18270,35475,"45,37",15583,2719,166,16994,12,29536,"563,765","36923,02",9521,200,10061,35700,9963,98,"1657,0135","417,63","16558,94","236,04","11493,1","673,28","20187,72",1103,"34835,95"
3551009005002,11870,12926,24796,"46,54",13711,1371,242,9473,0,22000,"802,5962","58178,31",6768,88,7477,24984,7446,32,"2307,5602","68,55","3439,3","262,46","14721,76","618,02","17320,18",781,"26811,17"
3551009005003,17670,21903,39573,"50,38",30268,1528,430,7313,33,37207,"1922,2509","7663,21",1152,60,17360,40270,17179,180,"4018,219","31,63","977,01","282,72","13480,79","1190,61","23691,63",465,"12657,61"
3551009005004,16693,18163,34856,"43,80",18210,2792,124,13708,22,31527,"805,5866",0,9069,0,10108,35069,10010,99,"2412,4056","116,89","7142,82","244,26","13507,94","510,55","17563,48",1026,"35871,11"
3551009005005,12533,13909,26442,"44,22",14857,1628,204,9704,50,23418,"828,1773","5860,81",6346,203,7851,26708,7746,105,"2419,448","60,7","1880,4","253,66","13089,19","435,11","13346,16",746,"24475,01"
3551009005006,13313,14241,27554,"42,61",12096,2520,25,12836,77,23581,"583,4014",0,7055,0,7549,27801,7404,145,"1779,9134","675,45","26703,34","152,96","7620,37","303,97","9853,49",966,"29808,78"
3551009005007,11864,13262,25126,"47,17",15510,1593,170,7835,18,22716,"1014,5596","6092,29",6601,50,7595,25301,7562,34,"2944,6672","45,45","816,44","168,41","8467,93","521,59","15545,76",763,"20889,18"
3551009005008,9579,10884,20463,"47,65",14998,953,232,4269,11,19015,"1354,3126",0,4541,363,6450,20630,6450,0,"3829,4211","8,88","236,72","106,83","7371,55","350,99","11434,96",503,"13371,6"
3551009005009,13345,13730,27075,"42,03",12639,2128,253,12015,40,23421,"648,869","6354,17",6896,0,7854,27207,7825,30,"1858,1271","63,09","2105,09","326,9","15089,42","393,2","13163,67",588,"16006,55"
3551009005010,19727,20229,39956,"43,62",15048,3355,301,21118,134,33007,"516,7369",0,11348,0,11376,40318,11039,337,"1490,3538","206,49","7175,31","469,07","27439,55","514,5","17094,97",915,"28279,77"
3551009005011,15865,15264,31129,"43,06",13734,3735,208,13371,81,26883,"616,7115",0,8442,22,9856,31297,8296,1559,"1818,2168","255,96","12066,72","165,55","8029,09","376,47","11954,56",844,"25061,95"
3552205005001,14558,15678,30236,"43,09",24657,638,733,4186,22,27854,"1413,7431",0,7355,838,9702,30548,9422,281,"3964,4804",0,0,"129,53","12083,34","350,76","16396,19",760,"49317,85"
3552205005002,16493,17042,33535,"38,72",25087,1488,245,6669,45,29574,"809,2165",0,8908,34,10088,33927,9728,360,"2353,1938","41,92","5046,47","93,89","7610,32","277,8","19935,2",770,"52784,67"
3552205005003,13179,13640,26819,"44,17",20293,1157,248,5034,88,23180,"959,4818",0,6540,349,8017,26967,8017,0,"2682,9187","43,28","10976,14","67,48","6544,53","140,49","7105,66",526,"35111,41"
3552205005004,16730,16713,33443,"46,07",22033,1372,140,9898,0,29565,"789,1495",0,8930,296,9628,33634,9287,341,"2364,7483","20,57","1269,73","143,92","15162,43","318,2","19916,84",913,"46761,25"
3552205005005,12474,13680,26154,"46,58",22213,583,719,2617,21,24146,"2850,3728",0,5323,732,9210,26531,9118,92,"7272,6862","39,5","1154,96","45,3","5353,29","289,95","15994,75",317,"16909,18"
3552205005006,13301,14479,27780,"40,34",21592,758,666,4593,171,25114,"1372,3023",0,6962,303,9077,28221,8812,265,"3775,6619","54,18","2999,35","95,51","7721,11","350,19","24059,94",626,"44958,73"
3552205005007,22221,22415,44636,"38,91",28294,2895,37,13335,75,38642,"639,3736",0,12485,19,12635,44868,12527,109,"1913,5821","62,4","6111,22","314,93","28808,86","431,81","23079,64",1227,"69678,97"
3552205005008,16480,17122,33602,"41,90",23806,972,233,8528,63,30014,"880,1292",0,9807,0,9884,33829,9885,0,"2591,3205",0,0,"196,05","23531,79","250,79","14799,11",755,"52375,56"
3552205005009,19162,19183,38345,"39,84",22526,2564,151,13057,47,32780,"604,6915","69504,48",10339,121,10549,38553,10465,83,"1831,4299","43,63","3516,4","192,44","19944,7","426,16","33782,1",1040,"49551,2"
3552205005010,12223,14924,27147,"49,13",22714,992,943,2387,96,25721,"2490,4364",0,5747,104,10466,27520,10232,235,"6035,8143",0,0,"18,12","1641,11","470,43","20298,6",496,"35486,54"
3552205005011,13977,15815,29792,"48,48",25934,1095,353,2372,38,28029,"1501,9657",0,9421,180,10127,30241,10044,83,"4076,6316",0,0,"126,57",11673,"543,94","28712,68",658,"37398,94"
3552205005012,16597,17963,34560,"48,91",26652,1793,220,5863,32,31393,"1495,7989",0,8910,326,10965,34897,10965,0,"4149,3759","28,58","3268,21","166,5","21524,99","417,76","27782,99",816,"50833,41"
3552205005013,16961,16659,33620,"39,15",22862,1666,59,8932,100,30049,"840,534",0,9356,0,10062,33702,9377,685,"2583,9298",0,0,"201,87","20417,76",282,"20255,4",984,"60063,4"
3552205005014,15017,15207,30224,"40,64",18377,1383,63,10402,0,26008,"637,0469",0,8540,0,8552,30312,8528,24,"1883,3027",0,0,"146,86","12605,82","325,49","24214,81",731,"40679,96"
3552205005015,12778,13654,26432,"42,80",21259,879,44,4250,0,24179,"847,4476",0,8115,17,8230,26796,8216,14,"2418,4815","70,06","7921,13","187,86","16586,21",287,"16979,16",617,"33445,23"
3552205005016,11620,12914,24534,"46,30",20993,1002,174,2364,0,22766,"1271,093","131507,68",7577,192,8261,24795,8073,188,"3470,1294","50,32",3007,"158,88","16860,23","357,5","22897,81",505,"29959,98"
3552205005017,12759,13715,26474,"43,40",23482,615,213,2164,0,24322,"2179,206",0,5904,1384,8769,26734,8292,477,"5917,4973",0,0,"114,75","14371,18","198,47","9005,2",213,"17239,84"
3552205005018,14120,14134,28254,"41,18",21713,936,299,5307,0,25966,"1407,3499",0,7621,535,8435,28382,8229,206,"4122,1545","7,91",313,"85,68","11239,5","130,45","5553,31",561,"36097,86"
3552205005019,16364,14674,31038,"41,52",20290,1229,139,9291,89,27176,"730,8197","56839,3",8160,347,10280,31394,8012,2267,"2107,4363","108,32","9818,47","271,48","23411,87","253,41","15978,99",692,"39266,62"
3552403005001,8047,8045,16092,"41,40",9026,792,88,6161,25,13987,"675,7306",0,4776,0,4789,16140,4718,71,"1929,516",0,0,"56,27","2908,33","184,53","6270,64",307,"9711,27"
3552403005002,9531,9680,19211,"42,06",9894,1447,164,7706,0,16557,"938,8107",0,5792,0,5802,19252,5745,57,"2666,0147","374,27","13377,36","53,41","2827,4","240,35","9373,06",427,"12147,09"
3552403005003,7851,8099,15950,"46,78",8676,948,138,6180,8,13916,"736,0204",0,4173,17,4897,16115,4742,154,"2055,0063","40,4","998,16",60,"2734,5","227,3","7095,52",356,"8846,01"
3552403005004,6869,7365,14234,"48,14",10729,562,94,2837,12,13009,"1419,6604",0,4307,59,4767,14353,4533,234,"3801,8286",19,"442,87","65,03","3319,02","226,26","6319,86",214,"5753,55"
3552403005005,7762,7716,15478,"45,57",11355,370,99,3655,0,13829,"1481,6469","6391,78",4295,0,4775,15545,4061,714,"4218,3332","50,37","2252,08","19,24","826,02","122,82","4168,41",326,"11373,15"
3552403005006,6403,6727,13130,"44,36",9874,516,37,2703,0,12033,"1317,9637",0,3534,0,4183,13228,4179,4,"3661,8901",0,0,"24,97","807,11","137,33","4604,08",180,"4503,25"
3552403005007,8917,8878,17795,"47,32",9619,648,87,7418,23,15325,"703,9609",0,5251,0,5311,17895,5292,19,"1997,8533","22,98","1247,29","154,86","9167,3","221,89","5589,48",363,"11912,89"
3552403005008,10361,10237,20598,"42,91",9664,1255,77,9590,13,17342,"650,4051",0,6004,0,6065,20635,6014,51,"1847,4073",0,0,"138,17","6810,38","354,93","11637,16",429,"12940,85"
3552403005009,8103,8240,16343,"43,30",8423,1133,127,6660,0,13985,"683,168",0,4733,11,4950,16456,4809,141,"1926,9002",0,0,"98,11","5016,16","271,28","9818,84",356,"8697,72"
3552403005010,10051,10280,20331,"44,17",10470,1476,134,8251,0,17301,"737,8713",0,5352,71,6069,20538,5735,334,"2086,9681","21,4","941,53","78,22","4612,56","266,46","8900,63",400,"13494,24"
3552403005011,7085,7369,14454,"42,80",8265,657,31,5501,0,12620,"955,8297",0,4419,0,4427,14555,4398,29,"2693,1316","15,33","463,19","109,48","7743,83","221,25","7736,85",230,"8147,01"
3552403005012,6720,6839,13559,"45,64",9009,570,181,3782,17,12045,"866,619",0,3812,57,4123,13622,4108,15,"2456,2664","9,73","283,84","87,44","4008,84","195,38","4838,52",201,"5327,87"
3552403005013,6111,6188,12299,"41,53",8800,411,129,2948,10,10984,"1703,3576",0,1936,2021,4301,12328,4301,0,"4154,1306",0,0,"12,43","771,96","102,93","3453,47",124,"3352,55"
3552403005014,7734,7527,15261,"41,56",8344,379,98,6440,0,13230,"564,5914","14873,89",4141,220,4375,15322,4345,29,"1649,6633","22,77","708,06","51,32","3623,36","98,02","4067,65",330,"11853,42"
3552403005015,8318,8258,16576,"44,44",9531,842,106,6075,23,14007,"751,3413",0,4514,336,4856,16695,4832,24,"2131,5064",0,0,"86,49","4303,66","208,01","7526,69",350,"11113,01"
3552502005001,76031,79773,155804,"42,92",87509,10440,7231,50303,320,138110,"881,5645","15561,37",41411,546,46005,157493,43156,2849,"2592,4015","169,66","7213,41","718,3","39538,44","1540,61","48832,82",3492,"112337,96"
3552502005002,40709,42102,82811,"41,43",34445,6918,636,40710,102,69679,"520,7939","50940,62",21704,42,22876,83261,21681,1195,"1573,6627","83,84","3213,96","607,35","32370,23","711,35","24557,6",1698,"58484,64"
3552502005003,11954,11911,23865,"41,11",12555,1416,648,9222,24,20149,"673,3978","8168,54",6585,19,6815,24012,3930,2884,"2001,9663","158,28","7173,37","135,49","6528,94","123,33","3292,12",496,"13280,91"
3552809005001,9626,10398,20024,"41,86",12372,1198,524,5897,33,18019,"1418,4852",0,4717,262,6186,20219,5987,199,"4006,5821","11,83","840,22","157,95","8671,57","298,29","8247,87",301,"10577,88"
3552809005002,8338,9261,17599,"44,17",11110,1405,648,4404,31,16249,"1391,5054",0,4361,168,5601,17866,5471,131,"3894,9881",0,0,"54,81","2685,33","232,99","5566,32",426,"13768,8"
3552809005003,10004,11431,21435,"46,84",14346,1541,485,5050,12,19398,"1656,9887",0,3030,0,6938,21544,6928,10,"4459,8888","22,15","494,9","55,04","2289,48","172,32","4648,02",329,"7822,07"
3552809005004,10571,12034,22605,"45,35",12423,1882,569,7634,45,20593,"1057,2234",0,4163,48,7106,22737,7106,0,"2926,894","9,92","295,21","169,57","11463,95","223,42","6735,62",478,"13185,73"
3552809005005,8766,9385,18151,"42,89",9127,1632,123,7258,11,16048,"919,6393",0,4850,55,5425,18355,5401,23,"2642,3003","128,9","5167,6","208,43","10197,17","297,82","9777,8",441,"12321,31"
3552809005006,14231,15365,29596,"45,48",13170,3205,138,13074,9,25764,"665,1277",0,8472,22,8693,29815,8683,10,"1922,8683","19,23","971,84","409,81","21060,38","563,93","17997,11",688,"17257,74"
3552809005007,16533,17164,33697,"46,57",14167,3318,144,16011,57,28286,"663,0111","30567,7",9168,284,9484,33809,9400,83,"1952,7627","82,74","7010,81","367,03","20166,69","415,36","14504,76",694,"20262,71"
3552809005008,19770,21637,41407,"45,45",15891,3965,140,21401,10,34827,"584,7402","6014,46",11513,51,11620,41579,11528,92,"1724,1138","30,99","1747,17","346,68","18300,04","459,31","15093,12",1062,"30312,42"
3552809005009,12312,13719,26031,"44,13",10645,2431,303,12652,0,22639,"620,3884",0,6411,22,7443,26141,7378,65,"1811,7901","53,93","1691,73","248,93","13958,27","415,81","15533,88",716,"20571,18"
3552809005010,6744,7239,13983,"45,59",5389,1532,163,6899,0,12145,"724,5013",0,4018,14,4149,14070,4150,0,"2075,2055",0,0,"150,35","9558,25","230,54","6339,17",301,"9686,03"
3554102003001,6398,6782,13180,"47,50",10306,329,98,2446,0,12206,"1216,9133","29782,47",3681,174,4214,13353,4127,87,"3393,6845","42,47","994,68","27,23","2450,99","185,61","4938,07",336,"10691,7"
3554102003002,10398,9521,19919,"44,78",14047,1056,207,4563,45,17544,"918,5706","5656,45",5567,0,6422,20135,5562,860,"2659,3454","22,21","484,2","72,33","6055,06","187,4","5117,85",472,"16327,8"
3554102003003,7167,7485,14652,"44,77",10411,738,45,3449,9,13122,"742,9401",0,4054,9,4093,14773,4093,0,"2236,9295",0,0,"52,32","2648,32","173,35","5841,34",446,"15319,21"
3554102003004,7558,7500,15058,"43,65",11571,375,59,3054,0,13354,"687,1285","16238,17",4232,30,4292,15248,4262,30,"2064,049","10,83","117,19","67,78","7432,56","173,21","7927,44",514,"19825,85"
3554102003005,7179,7450,14629,"41,83",11362,382,161,2723,0,13130,"980,6734","12222,98",4253,0,4347,14803,4307,39,"2898,1883","37,78","1558,37","39,04","1449,05","135,2","4655,04",324,"10221,86"
3554102003006,7482,7854,15336,"40,32",10530,752,185,3858,11,13703,"720,329",0,4119,241,4360,15502,4360,0,"2161,6841",0,0,"21,74","1454,28","178,62","5182,55",410,"11594,75"
3554102003007,6692,7267,13959,"48,41",11240,284,98,2337,0,12773,"1119,9161","12174,51",3965,45,4516,14075,4473,43,"3058,1225","8,95","641,08","29,1","1039,68","170,15","4518,64",392,"16214,15"
3554102003008,7778,7927,15705,"42,84",13293,405,21,1986,0,14000,"1024,1802",0,4451,26,4694,15794,4603,91,"3022,0121","12,32","455,29","85,06","5827,4","173,49","5396,44",383,"12399,32"
3554102003009,8849,9982,18831,"50,46",15851,351,253,2375,0,17681,"1588,3498","8751,18",5148,76,6669,19015,6288,381,"4200,9094","10,94","119,66","32,31","3317,84",255,"5404,51",432,"12089,29"
3554102003010,10407,9630,20037,"42,45",14454,814,69,4653,46,17444,"898,7882",0,5363,133,5832,20198,3731,2100,"2640,6237","22,77","367,94","88,48","6407,86","52,31","1291,67",480,"14979,95"
3554102003011,21961,23106,45067,"45,63",34283,1403,517,8785,80,40460,"1334,6918","9531,34",10317,1027,13656,45447,13401,253,"3751,8195","19,36","650,67","64,34","3590,65","313,49","7982,1",881,"24193,62"
3554102003012,7532,7867,15399,"47,61",12729,366,369,1935,0,14018,"1393,9843",0,4374,99,4828,15540,4828,0,"3900,0436",0,0,"76,27","3806,05","157,44","4019,82",389,"11067,17"
3554102003013,11610,13389,24999,"46,19",21521,485,167,2827,0,23393,"1818,6991",0,6733,29,8582,25275,8388,194,"4879,8001","47,05","918,42","21,22","1229,9","390,45","10149,72",670,"22094,4"
3554102003014,15741,16174,31915,"41,08",22954,1005,123,7832,0,28220,"884,4518",0,8666,267,9112,32182,8771,341,"2612,6327",0,0,"117,92","6115,17","261,08",8551,862,"29227,15"
