V011,AP0001,AP0002,AP0003,AP0004,AP0005,AP0006,AP0007,AP0008,AP0009,AP0010,AP0011,AP012,AP0013,AP0014,AP015,AP0016,AP0019,AP0020,AP0062,DOMPRECDOMEXP,DOMPRECRESEXP,ADENSEXCDOMEXP,ADENSEXCRESEXP,ONUSEXCDOMEXP,ONUSEXCRESEXP,COABFAMDOMEXP,COABFAMRESEXP
3515004005005,13299,13697,26996,"41,10",11353,2665,97,12871,10,23028,"567,0675",0,7198,273,7552,27140,7509,43,"1688,7078","40,56","1767,17","223,51","12344,48","339,15","12963,54",526,"15169,14"
3515004005006,12632,13753,26385,"43,13",10357,2614,140,13235,39,22483,"568,4926","95833,89",6336,74,7451,26501,7379,72,"1691,9746","32,29","874,99","180,98","8926,55","255,63","6879,86",660,"18240,74"
3515004005007,9433,10261,19694,"46,14",8186,1971,116,9350,71,16997,"560,756",0,5754,11,5778,19765,5778,0,"1614,1841","18,72","535,79","202,88","13298,39","282,28",9109,455,"16701,08"
3515004005008,11456,12022,23478,"41,90",9362,2591,199,11298,28,19991,"653,3611","8517,92",6387,101,6581,23582,6541,40,"1946,7894","99,67","4084,73","208,71","12935,45","301,48","10511,61",465,"17007,42"
3515004005009,7527,7816,15343,"41,20",7036,1450,154,6695,8,12858,"685,7124",0,4238,0,4276,15377,4172,104,"2050,5376","21,47","556,83","48,88",2198,"144,14","4914,78",350,"10666,55"
3515004005010,8313,9122,17435,"45,89",10519,896,209,5791,20,15380,"1014,9801",0,5098,65,5225,17620,5136,89,"2891,6274","77,86","4053,94","69,31","6158,99","355,32","10388,91",399,"10869,51"
3515004005011,12645,13054,25699,"42,99",11917,1718,93,11971,0,22088,"633,6599","8862,42",6829,0,7172,25887,7091,81,"1903,725","149,22","5251,72","160,83","9933,45","308,65","10748,18",642,"18470,21"
3515004005012,7478,7634,15112,"45,21",9218,409,241,5228,15,13170,"1376,6576",0,4228,110,4473,15169,3554,919,"4001,428","42,93","1963,38","51,51","2486,22","83,7","3916,98",342,"13996,43"
3516200005001,8285,8349,16634,"40,97",8535,1983,101,6016,0,14269,"619,6544","5489,31",4398,58,4492,16726,4245,247,"1874,8359","10,76","231,7","102,13","6697,23","86,09","3441,37",387,"14076,02"
3516200005002,7074,7168,14242,"45,28",8416,967,68,4765,26,12482,"687,4891",0,4103,0,4127,14333,4119,7,"1977,2128",0,0,"108,74","7086,66","143,97","3769,8",372,"11675,22"
3516200005003,7566,7685,15251,"41,03",10503,878,84,3763,22,13584,"919,6065",0,4051,193,4517,15321,4190,327,"2600,2012",0,0,"24,77","1383,55","105,7","4053,88",177,"4846,63"
3516200005004,7306,7655,14961,"45,23",12072,550,155,2171,12,13780,"1591,1711",0,3931,0,4914,15047,4874,40,"4301,7348",0,0,"56,33","3709,17","381,03","8703,25",173,"4809,41"
3516200005005,7056,7494,14550,"43,32",10611,746,92,3059,42,13353,"1274,8538",0,4223,62,4500,14630,4500,0,"3568,9338",0,0,"36,5","2119,81","128,22","3002,85",261,"7360,33"
3516200005006,8944,8994,17938,"45,01",12067,983,57,4830,0,16000,"650,8466",0,5194,0,5194,18070,5194,0,"1915,4874","11,31","511,31","72,47","3849,13","90,78","2220,03",361,"9787,65"
3516200005007,6904,7205,14109,"44,77",9453,932,33,3675,16,12720,"788,4767","2143,76",4151,11,4173,14181,4162,11,"2300,9123","10,72","114,89","68,88","4337,93","215,14","6555,19",329,"10318,49"
3516200005008,5944,6674,12618,"47,91",10251,607,125,1624,11,11549,"1596,399","14074,62",3678,31,4168,12718,4149,18,"4325,0054","21,59","630,37",0,0,"94,49","2166,71",263,"10766,82"
3516200005009,7874,7901,15775,"46,48",10616,824,34,4279,23,13946,"701,3393","29633,84",4144,0,4778,15872,4107,671,"1963,5065","20,39","424,74","80,74","3269,3","158,61","3961,58",258,"8000,78"
3516200005010,6749,7380,14129,"48,62",10311,775,112,2931,0,13100,"1104,837","16917,67",4402,69,4662,14217,4629,33,"2978,4728","21,47","542,42","65,05","4457,68","235,23","5195,18",242,"6147,1"
3516200005011,9464,9353,18817,"42,14",9755,1803,198,6988,72,16117,"639,5311",0,5362,0,5376,18931,5343,33,"1826,4657",0,0,"86,51","3740,59","146,37","4154,93",361,"10652,3"
3516200005012,7090,7788,14878,"42,75",9579,1367,19,3913,0,13295,"704,5384",0,3630,0,4572,14961,4572,0,"1980,1126","6,74","90,87","11,99","575,42","129,14","3874,58",316,"9311,51"
3516200005013,6838,6789,13627,"39,14",8598,869,105,3991,64,12271,"766,1938",0,4009,0,4018,13743,3819,199,"2222,7878",0,0,"59,85","3332,54","183,87","5967,34",221,"7411,13"
3516200005014,7549,7764,15313,"44,58",9626,1065,29,4582,11,13543,"684,4114",0,4188,0,4467,15367,4450,17,"1993,7661","11,94","142,61","53,32","2359,76","72,29","2309,91",329,"10465,95"
3516200005015,6757,7009,13766,"42,98",10256,580,102,2813,14,12695,"1149,0062",0,3994,0,4407,13944,4295,112,"3225,1296",0,0,"13,92","968,48","127,36","4040,39",154,"4500,21"
3516200005016,7849,8569,16418,"47,00",12677,715,38,2971,16,15062,"936,5308",0,4964,0,5381,16611,5323,58,"2530,3829",0,0,"68,15","4326,2","243,05","7985,46",252,"7481,44"
3516200005017,7421,7617,15038,"42,63",9517,1469,75,3977,0,13070,"666,2821","11845,86",4252,0,4529,15167,4356,173,"1837,7449","44,74","2279,23","31,58","1567,87","139,22","3680,83",299,"13256,88"
3516200005018,8598,8864,17462,"43,91",12855,984,78,3545,0,15470,"878,4633","14559,47",4921,0,5119,17583,4929,190,"2552,2554","14,99","565,17","105,77","8555,23","66,46","1981,21",345,"10677,23"
3516200005019,8413,9077,17490,"51,86",12819,1186,50,3413,22,15774,"901,3272",0,5565,68,5702,17591,5673,28,"2436,3208",0,0,"83,8","5660,87","324,44","8366,37",430,"14234,2"
3516200005020,5763,7175,12938,"49,75",11166,380,130,1262,0,12193,"1822,8607","30372,96",3750,104,4894,13055,4677,218,"4549,6469","14,46","209,19","27,15","1752,7","209,64","4118,05",263,"6119,95"
3516200005021,6020,6666,12686,"47,54",10664,413,164,1411,34,11802,"1676,2293",0,3661,0,4447,12838,4405,42,"4358,2394","10,45","218,35","27,7","2135,62","158,84","4691,36",223,"6873,06"
3518701005001,7076,7771,14847,"45,12",11863,102,290,2592,0,13886,"2700,4963",0,1300,50,5512,15003,5430,82,"6578,9417",0,0,"17,76","1577,18","237,32","6771,67",121,"3080,67"
3518701005002,9207,9848,19055,"43,41",10056,1195,179,7617,7,17051,"821,3946","2591,55",4792,8,5683,19177,5656,28,"2383,8699","50,71","1590,78","92,4","6618,56","145,91","4463,21",607,"18115,43"
3518701005003,8681,8894,17575,"42,05",5832,1520,166,9888,169,14023,"463,7734",0,4580,23,4733,17690,3578,1155,"1400,5403","297,07","13807,43","69,83","3943,37","135,07","4246,63",408,"12844,89"
3518701005004,9305,9563,18868,"45,88",10760,967,215,6859,67,16883,"1298,46","54246,03",3555,166,6242,18994,6104,138,"3410,9904","76,08","2796,35","113,45","6925,85","333,66","11202,42",332,"13441,8"
3518701005005,10821,10913,21734,"44,60",9052,1384,111,11124,63,17541,"646,5962",0,5537,227,6172,21877,4831,1341,"1859,224","568,61","24860,61","157,53","9160,78","200,79","8009,87",516,"15067,1"
3518701005006,8453,8677,17130,"47,00",7975,1314,171,7655,15,14429,"813,4344","45644,85",4767,317,5095,17191,4155,939,"2270,142","281,77","11285,72","84,18","5048,5","127,24","4016,28",397,"13377,27"
3518701005007,14298,15302,29600,"47,48",17016,1472,205,10862,44,26419,"896,4253","26388,92",7671,231,8548,29962,8069,479,"2681,7924","446,49","20991,26","120,83","6412,06","430,58","14350,63",802,"24043,7"
3518701005008,8663,9588,18251,"41,02",9446,1149,117,7518,22,16169,"799,7285",0,5049,40,5465,18377,5465,0,"2310,3435","59,29","3693,95","44,3","2137,18","280,1","8111,67",489,"21569,61"
3518701005009,7156,7656,14812,"44,89",6447,733,98,7527,7,12950,"682,4063","15846,36",4091,144,4273,14890,4206,67,"1999,2544","121,69","4169,1","137,23","11083,83","197,83","11201,97",379,"16392,15"
3518701005010,12509,13545,26054,"45,75",11437,1884,31,12700,3,22872,"659,7777",0,7234,0,7402,26304,7403,0,"1996,899","44,34","3173,19","199,12","10367,05","383,06","12512,83",885,"26954,72"
3518701005011,8559,8878,17437,"42,95",7264,1336,27,8810,0,15348,"676,2268",0,4779,0,4850,17528,4826,24,"2066,4924","51,78","3360,68","171,29","11140,08","238,83","10231,59",475,"16306,66"
3518701005012,8877,9456,18333,"39,95",8632,1077,196,8382,46,16187,"832,4807",0,4978,60,5234,18508,5233,1,"2498,2377","9,78","286,9","108,07","5697,29","190,17","7944,52",534,"16676,42"
3518701005013,7886,7858,15744,"40,98",5005,1316,23,9391,9,12677,"431,9912",0,4089,0,4277,15791,3379,898,"1260,3788","1261,09","59473,05","23,64","761,09","59,18","1797,3",337,"14478,1"
3518701005014,9853,10356,20209,"43,58",7676,1521,181,10772,40,16929,"655,9411",0,4788,14,5905,20331,5207,698,"1868,8273","358,1","13099,68","68,7","3498,81","227,93","8099,74",416,"12825,71"
3518701005015,10367,10736,21103,"43,09",8753,1618,73,10635,24,18176,"584,0363",0,5417,0,5866,21243,5446,420,"1779,4022","121,67","4771,96","93,64","4764,92","258,8","9136,78",652,"17522,78"
3518800005001,20982,23885,44867,"46,08",33631,1114,2200,7874,47,41599,"2386,1998",0,6479,107,15467,45333,15338,128,"6178,7846","61,44","1262,67","159,54","13002,5","373,2","21241,26",650,"36482,95"
3518800005002,14108,15858,29966,"48,17",17932,1696,1035,9261,43,27303,"1395,6108",0,4697,0,9715,30207,9667,48,"3736,3554","25,69","2639,83","107,27","9697,75","357,03","20191,96",491,"37847,52"
3518800005003,17543,18866,36409,"41,94",19521,2948,769,13048,124,32596,"801,2189",0,9990,20,10615,36643,10615,0,"2391,7837","128,15","11659,99","390,83","41099,1","594,83","34830,63",947,"45737,94"
3518800005004,13737,15228,28965,"48,59",18433,1371,795,8113,252,26276,"1436,8852","10569,04",7519,350,8952,29305,8862,91,"4056,5781","40,74","2834,58","91,79","10215,06","414,66","29093,88",637,"37414,43"
3518800005005,18686,20463,39149,"44,68",24560,1857,261,12471,0,34863,"973,0017",0,9976,105,12193,39393,12101,93,"2690,3217","39,08","3728,34","367,25","35868,52","544,26","29208,7",962,"56268,16"
3518800005006,13924,14809,28733,"47,69",16952,1869,99,9680,133,25278,"1001,9847",0,5830,92,8646,28833,8607,40,"2800,7751","160,62","11703,98","211,04","22375,74","377,85","25904,75",645,"46729,11"
3518800005007,19578,21270,40848,"41,43",27414,1694,543,11197,0,36604,"1260,2436","60126,33",10388,356,13030,41441,12334,695,"3582,1654","52,81","3135,1","246,12","28911,23","436,78","27481,03",825,"57592,63"
3518800005008,21233,22356,43589,"45,09",26792,2469,119,14140,69,38793,"1010,0533",0,12249,0,12725,43917,12640,84,"2963,5244",0,0,"233,9","25590,28","743,07","47990,97",792,"38780,28"
3518800005009,22682,25816,48498,"44,00",36366,1807,613,9624,88,44433,"1953,9496",0,12276,164,15031,48896,14713,319,"5559,7249","358,46","40875,36","150,7","13226,19","453,26","25850,77",1037,"56822,52"
3518800005010,19045,21909,40954,"47,55",29440,2239,727,8533,15,37258,"1405,4374",0,9517,122,13429,41406,13383,46,"3780,1288","20,78","863,57","372,87","35029,47","782,03","39853,62",762,"64053,07"
3518800005011,17418,19914,37332,"44,65",26701,1803,1040,7787,0,34567,"1604,8488",0,7880,83,12698,37752,12615,83,"4225,8407","46,61","4093,51","311,99","29889,01","433,71","30228,57",740,"39956,04"
3518800005012,18708,20510,39218,"45,53",25538,2275,184,11141,81,35232,"1270,1675","54414,71",10253,267,12574,39655,12279,294,"3462,5104","248,82","17964,14","518,53","59925,2","709,67","33651,44",829,"46720,97"
3518800005013,13919,14878,28797,"43,98",15778,1419,517,10919,165,25481,"829,9024",0,8235,58,8534,29021,8533,0,"2386,7388","269,53","16991,7","177,2","23258,41","584,46","42300,2",568,"32525,42"
3518800005014,16962,17922,34884,"46,64",17614,2355,352,14496,67,30187,"705,6911",0,9885,144,10287,35075,9904,383,"2007,8533","37,62","711,65","343,7","38968,97","496,54","33570,72",625,"43545,94"
3518800005015,24102,24711,48813,"42,27",22055,2530,246,23982,0,42633,"591,9504",0,13335,22,14100,49154,13888,212,"1710,7138","42,26","3052,68","594,23","70940,25","566,08","41801,19",957,"64399,83"
3518800005016,23504,23892,47396,"40,43",19234,2742,276,24978,166,40108,"560,3865",0,12011,0,12932,47605,12080,853,"1674,6985","221,33","15957,16","253,65","26954,17","278,74","23314,66",921,"45560,47"
3518800005017,20919,22025,42944,"43,64",22512,2773,146,17495,17,37218,"826,1485",0,11071,491,12639,43253,12598,41,"2351,252","119,7","7154,21","295,65","28747,7","611,52","34668,22",1077,"59395,37"
3518800005018,17558,16463,34021,"44,65",13677,2381,184,17202,0,28565,"517,7181",0,8262,0,10756,34163,8759,1997,"1518,5168","18,25","999,48","446,34","43879,18","435,1","32037,46",682,"38230,22"
3518800005019,27951,29185,57136,"45,62",23033,4597,487,28828,190,47996,"564,9295",0,13972,37,16184,57469,15304,879,"1650,1106","39,44","2790,58","568,41","57306,44","593,27","33976,91",1074,"70324,49"
3518800005020,29073,30358,59431,"47,68",26492,4055,407,28423,54,50963,"624,4346",0,16178,0,16733,59786,16652,80,"1836,6037","128,53","8144,11","561,9","50076,96","593,72","39534,24",1465,"69227,22"
3518800005021,22566,23639,46205,"43,20",22880,2923,301,20049,52,40025,"729,4271",0,12389,20,13780,46498,13432,348,"2062,8156",0,0,"469,9","46903,06","502,55","29948,22",816,"60981,36"
3518800005022,18072,18850,36922,"49,74",18179,2208,379,16112,45,32046,"652,346","29889,59",10196,134,10721,37136,10570,152,"1897,9866","338,04","23561,85","246,54","24040,94","570,12","34457,57",915,"61256,27"
3518800005023,23506,24368,47874,"42,76",21628,2188,168,23793,96,41073,"676,95",0,13321,31,13874,48186,13388,487,"1944,0748","74,35","4582,63","569,98","50321,49","729,5","45813,38",812,"48032,5"
3518800005024,18864,15194,34058,"39,32",13217,3272,239,17249,81,28228,"540,5466","90917,45",7810,120,12458,34112,8250,4207,"1507,0424","755,43","55647,88","224,83","22316,79","314,34","20221,33",467,"30040,46"
3518800005025,27788,29039,56827,"40,93",25271,3599,346,27585,26,48700,"569,3701","96394,83",15266,572,16339,57114,15793,547,"1652,9708","79,16","13857,74","639,3","69221,5","715,97","52305,31",1030,"52518,47"
3518800005026,15416,15594,31010,"44,34",13894,1937,76,15103,0,25994,"489,1109","15779,47",8251,0,8279,31124,7931,348,"1491,1689","170,24","11043,3","164,42","17061,82","292,14","23071,44",757,"59685,49"
3518800005027,28094,29861,57955,"43,04",29470,3220,913,24331,21,50322,"739,5516",0,16184,296,16902,58260,16455,447,"2134,2683","100,73","7794,53","565,08","57324,37","1076,38","78766,56",1339,"85798,77"
3518800005028,17403,17673,35076,"43,97",13810,2245,122,18832,68,28695,"563,0442",0,9138,0,9639,35126,9003,636,"1644,9857","860,71","66372,15","152,55","13512,14","248,14","16848,76",588,"30601,38"
3518800005029,17119,17624,34743,"41,34",16923,2215,707,14806,92,29972,"622,7042","34191,64",8972,43,10113,34982,9179,935,"1787,5603","91,21","10296,33","392,24","44755,36","468,3","36817,96",597,"34370,52"
3518800005030,14583,14776,29359,"43,20",12804,1815,266,14473,0,24487,"564,9099",0,8227,245,8540,29500,6910,1630,"1612,9119","62,37","3385,83","144,84","13681,99","247,92","16347,99",474,"36836,03"
3519071005001,8310,8592,16902,"42,69",11483,581,342,4488,9,15323,"1163,4391","63218,35",5162,15,5324,17068,5142,182,"3244,9801","18,29","601,01","18,5","998,63","159,1","4732,83",327,"9868,83"
3519071005002,7256,7448,14704,"40,49",8049,1078,19,5548,10,13221,"877,2959","20830,33",4114,82,4206,14817,4117,89,"2660,5704","10,42","325,43","33,78","2222,95","166,48","5637,4",415,"12146,2"
3519071005003,7366,7561,14927,"47,38",9064,783,177,4893,10,13248,"956,1492",0,4270,0,4646,15018,4287,359,"2637,9679",0,0,"63,83","2914,75","208,83","6371,92",242,"9084,73"
3519071005004,19629,15615,35244,"39,65",16728,3181,127,15199,9,31079,"647,9745","20784,64",8748,10,12984,35506,8652,4332,"1910,5254","139,01","6181,12","164,13","9226,72","303,43","9498,53",635,"18866,78"
3519071005005,10220,10251,20471,"44,00",11387,1261,75,7711,37,17615,"677,6956",0,5528,13,5954,20619,5905,49,"1965,1457",0,0,"85,86","5184,41","249,31","6353,63",450,"14598,46"
3519071005006,12376,12628,25004,"46,72",10382,2751,95,11775,0,21003,"594,5869",0,6874,0,6987,25124,6955,32,"1742,1063","397,34","17566,62",155,"8174,2","155,07","3842,15",596,"25200,27"
3519071005007,11862,12114,23976,"45,28",10895,1614,205,11250,12,20946,"641,3717",0,6928,23,6951,24087,6909,42,"1890,4904",0,0,"153,86","7370,92","408,24","14399,88",523,"14265,67"
3519071005008,9490,9704,19194,"45,58",10512,1379,93,7161,49,16562,"736,4981","71580,72",5721,0,5730,19239,5708,22,"2093,8902","8,92","238,68","142,77","7814,94","307,16","12655,47",399,"12085,21"
3519071005009,10930,11340,22270,"39,63",13679,1376,168,7028,20,20146,"913,9188","12270,5",6561,45,6901,22482,6688,212,"2594,3845","7,62","290,43","121,97","5165,67","340,93","12625,3",563,"14808,78"
3520509005001,27014,26588,53602,"43,73",30312,3247,312,19700,11,47009,"746,1173","12204,26",15098,0,15480,53730,15467,12,"2179,6398","23,21","942,03","805,9","39759,78","1135,06","36167,08",1271,"33685,35"
3520509005002,9349,9313,18662,"42,00",12413,932,113,5203,0,16769,"994,7028",0,5145,0,5539,18720,5539,0,"2903,0171",0,0,"105,6","5411,28","379,31","10624,42",442,"12887,28"
3520509005003,63815,65540,129355,"43,66",95997,5278,2567,25343,170,117751,"1455,2033",0,34938,1319,40641,130493,36740,3900,"4086,7233","82,64","3079,7","554,43","29900,76","1523,04","42873,69",2815,"74851,28"
3522505005001,7089,7575,14664,"43,37",7655,1207,24,5778,0,12982,"885,5596",0,4073,342,4619,14754,4518,100,"2440,9681","8,42","141,94","100,11","5826,5","157,74","3977,79",246,"10108,77"
3522505005002,7235,7480,14715,"45,11",7239,999,92,6361,24,12695,"729,3601","7452,74",3845,78,4301,14802,4219,82,"2068,911","57,36","3141,14","54,72","3091,3","114,91","4925,87",222,"7138,9"
3522505005003,8072,8157,16229,"46,67",7177,1204,45,7327,15,13699,"602,9849",0,4571,0,4583,16305,4540,43,"1760,0293","19,58","1091,84","105,81","6433,98","133,28","3769,27",335,"9452,6"
3522505005004,9109,9059,18168,"43,80",7445,1319,117,9281,5,15164,"536,5623",0,5095,0,5139,18274,4904,235,"1530,3265","106,47","2642,89","102,92","5324,26","134,98","3755,89",314,"8385,58"
3522505005005,6308,6944,13252,"49,05",6215,1547,29,5437,25,11587,"718,357",0,2118,21,4132,13365,4131,0,"1939,8188","12,93","334,25","50,89","2421,9","125,63","4061,8",223,"5016,19"
3522505005006,7632,7983,15615,"43,96",6168,1271,28,8142,6,12966,"486,7595",0,3083,37,4262,15696,4218,44,"1437,6844","139,37","5658,3","59,9","2224,68","34,51","1204,11",286,"8950,29"
3522505005007,8005,8148,16153,"43,22",6521,1639,73,7898,21,13622,"569,4207","13103,69",4447,0,4513,16290,4390,123,"1679,7628","45,48","1557,47","120,54","6039,92","114,61","3814,37",321,"9661,15"
3522505005008,7244,7376,14620,"42,27",6428,1026,86,6981,10,12534,"557,011",0,4027,12,4106,14675,4045,61,"1653,542","44,58","1538,38","54,94","2829,35","209,57","5579,09",265,"6793,09"
3522505005009,7046,7557,14603,"45,34",6973,1157,43,6431,0,12331,"666,2379",0,3855,6,4258,14732,4190,68,"1879,953","61,84","2910,03","148,42","9113,49","143,64","5543,19",240,6687
3522505005010,7400,7578,14978,"40,19",6475,1321,91,7079,12,12588,"513,5793",0,3925,0,4245,15036,4095,150,"1511,57","11,34","128,62","97,3","6301,74","65,2","1683,38",297,"8248,24"
3522505005011,7930,8079,16009,"45,04",8530,1087,113,6243,35,13721,"762,5833",0,3310,500,4687,16062,4006,680,"2156,7637","16,1","518,21","32,93","1597,13","33,55","628,54",238,"6459,1"
3522505005012,7921,8042,15963,"43,87",7364,762,95,7707,0,13528,"732,0291","6610,32",4515,0,4590,16011,3876,714,"2100,4147","88,05","2804,54","27,8","1563,14","157,13","5259,44",373,"10110,22"
3522505005013,7755,8045,15800,"41,36",6078,1485,117,8096,24,13326,"552,5373",0,2985,0,4296,15821,3421,874,"1640,6137","144,55","5824,37","21,59","1408,71","43,53","1834,5",295,"10084,65"
3523107005001,12548,12669,25217,"41,57",10088,1732,204,13192,0,21362,"480,4437","31602,2",6516,89,6894,25374,6160,734,"1442,9423","47,31","1344,61","235,3","14117,68","185,15","6781,38",462,"13542,2"
3523107005002,11842,12319,24161,"42,80",10640,1166,22,12323,9,20898,"491,4664",0,6639,0,6721,24270,6704,18,"1476,2936","7,11","353,87","236,9","11276,5","293,73","10292,48",656,"17766,14"
3523107005003,7738,8094,15832,"45,14",6127,1190,56,8417,42,13475,"574,9839",0,4326,18,4437,15919,4389,48,"1702,5389","20,64","215,17","82,39","4415,6","209,08","7223,2",413,"13963,06"
3523107005004,12986,13594,26580,"43,73",11964,1906,63,12647,0,22778,"633,138",0,6103,22,7449,26771,7364,86,"1865,0734",0,0,"205,96","10871,48","244,3","9121,56",692,"20273,61"
3523107005005,8071,8767,16838,"45,81",8217,1236,27,7350,8,14802,"700,5715","4725,42",3699,154,4807,16897,4671,137,"2054,1139","10,5","220,54","51,65","3451,21","132,57","4137,33",465,"14935,23"
3523107005006,12410,13117,25527,"41,81",13065,1887,316,10259,0,22357,"732,6538",0,6289,38,7156,25619,7114,42,"2224,1183","63,56","2158,76","107,62","5041,81","230,16","7009,69",595,"16608,15"
3523107005007,7892,8216,16108,"39,80",6997,1052,20,8039,0,13378,"554,5714",0,4511,0,4511,16202,4511,0,"1652,2718",0,0,"130,22","7378,61","221,72","9490,47",332,"9500,68"
3523107005008,8903,9007,17910,"44,10",7609,1041,201,9059,0,14869,"528,7419",0,4977,0,4988,18074,4727,261,"1564,8874","26,37","694,72",105,"6023,6","128,77","4911,19",370,"12259,02"
3523107005009,8739,8928,17667,"39,39",7141,1461,72,8994,0,14798,"585,8338",0,4801,17,4954,17803,4564,390,"1734,6887","25,77","477,01","46,5","2748,11","105,4","3829,24",420,"12870,55"
3523107005010,8604,8475,17079,"42,78",7486,1012,118,8464,0,14592,"582,9568",0,4580,106,4742,17157,4593,150,"1725,6906","30,17","1145,08","185,47","10591,16","172,74","5299,47",335,"9462,97"
3523107005011,10017,10392,20409,"45,71",9011,1420,219,9759,0,17429,"782,9867",0,5639,195,5969,20546,5861,108,"2244,065","24,29","802,26","112,48","6024,77","189,86","6327,93",420,"13538,56"
3523107005012,7626,7555,15181,"45,25",6325,1364,140,7352,0,12438,"480,1146",0,3743,0,4230,15243,3906,324,"1391,8496",0,0,"121,73","5814,88","85,47","3778,89",283,"8160,58"
3523107005013,10543,11084,21627,"41,06",9236,1962,77,10341,11,18545,"561,7902","7068,46",5012,123,6081,21731,5991,90,"1672,2842","25,16","854,99","164,92","8266,06","162,8","3971,65",550,"17901,33"
3523107005014,11674,11864,23538,"45,48",9033,2346,143,12016,0,19407,"468,7805",0,6203,12,6436,23602,6205,231,"1376,9964","25,76","665,73","168,41","9338,58","124,54","4790,06",489,"16308,43"
3523107005015,10842,11079,21921,"44,54",8546,1806,59,11456,54,18154,"492,3892",0,5525,0,6113,22063,5860,253,"1440,4641","39,55","1567,7","82,9","3234,22","140,83","4470,66",483,"12298,56"
3523107005016,8107,8068,16175,"40,41",6856,1332,56,7930,0,13389,"447,6105",0,4277,37,4479,16240,3775,703,"1323,6897",0,0,"98,31","6530,34","38,24","1076,46",392,"12755,57"
3524402005001,11867,14052,25919,"49,58",20209,1081,495,4061,73,24001,"1230,8439",0,8100,218,9055,26332,8917,138,"3224,0381","21,09","445,33","179,01","9139,73","534,86","14929,91",591,"16942,08"
3524402005002,11554,11739,23293,"45,26",15932,1081,133,6147,0,20382,"935,1904",0,6666,181,6900,23618,6498,402,"2700,7953","81,52","2737,72","79,49","3420,68","259,24","7840,33",723,"21183,97"
3524402005003,10633,11020,21653,"40,78",14324,1292,171,5858,9,19310,"938,2155",0,6064,172,6589,21795,6574,15,"2649,4944",0,0,"86,9","4765,29","205,68","6853,71",450,"12520,88"
3524402005004,9653,9865,19518,"42,46",12985,1236,28,5265,4,17334,"721,3445","15641,52",5039,0,5672,19667,5080,592,"2121,7094","45,16","1119,35","116,28","6770,99","177,35","6799,19",450,"14635,76"
3524402005005,18507,19660,38167,"46,00",27860,1552,931,7812,12,34694,"1101,7524",0,10643,347,11882,38596,11797,85,"3103,5274","61,57","2569,34","92,09","4358,22","346,31","10273,46",779,"21134,73"
3524402005006,12808,12757,25565,"40,38",15061,1157,364,8971,12,21607,"560,9055",0,6647,13,7272,25754,6054,1218,"1650,2172","9,89","97,74","113,27","5771,89","128,41","2640,92",576,"18226,07"
3524402005007,17166,17781,34947,"46,09",24708,1378,471,8389,0,31095,"1045,0188","28184,64",8961,553,10592,35329,10485,107,"2939,8762","19,76","487,18","145,82","8150,29","374,1","10332,61",918,"29189,27"
3524402005008,10904,11248,22152,"46,32",15902,967,104,5179,0,19580,"918,8602",0,5621,850,6550,22231,6313,237,"2611,3467","47,79","1593,37","79,13","4890,85","193,55","6826,71",540,"17161,47"
3525904005001,7690,7661,15351,"43,93",11251,785,58,3247,10,13589,"977,3402",0,4533,52,4601,15390,3486,1115,"2789,2052","18,86","938,72","194,73","10654,42","222,41","7318,16",248,"9681,16"
3525904005002,7641,7936,15577,"47,90",12468,437,59,2604,9,14185,"1310,7872","10644,06",3791,129,4983,15718,4939,44,"3565,96","10,44","217,79","126,48","7730,1","156,84","3917,43",247,"10049,22"
3525904005003,6713,7473,14186,"45,83",12699,346,109,1032,0,13397,"1857,2243","10836,91",3670,21,4953,14370,4930,23,"4861,1665","51,17","1818,77","56,89","3248,48","186,57","5984,45",298,"7591,79"
3525904005004,7409,7648,15057,"45,93",12187,654,42,2153,21,13802,"1156,7864",0,4547,0,4667,15180,4641,26,"3285,8714",0,0,"91,9","5039,79","165,32","5380,42",339,"9177,08"
3525904005005,6698,7462,14160,"47,01",11418,582,109,2051,0,13210,"1301,2413","5785,17",4369,0,4715,14347,4696,20,"3544,6199","20,26",447,"111,9","7534,85","204,53","5148,5",250,"6473,41"
3525904005006,5773,6594,12367,"47,65",11098,188,140,941,0,11741,"2098,7186","56423,7",3355,0,4435,12500,4398,37,"5404,8541","8,06","454,8","15,34","588,19","49,04","581,2",234,"5785,58"
3525904005007,6105,6952,13057,"45,72",10941,416,171,1519,10,12125,"2059,0109",0,3273,0,4677,13296,4541,136,"5309,0973","72,28","2926,29",0,0,"100,37","3495,05",245,"8004,79"
3525904005008,6803,7351,14154,"51,40",12472,209,264,1209,0,13096,"3274,7121",0,3574,98,4589,14364,4523,66,"8975,466",0,0,"51,54","3148,02",64,"1680,08",240,"8425,51"
3525904005009,5059,6170,11229,"47,59",9898,180,266,885,0,10747,"3193,213",0,2395,42,4614,11351,4421,193,"7446,7605",0,0,"28,35","1644,01","133,71","2652,15",152,"3132,85"
3525904005010,5512,6329,11841,"46,87",11085,72,206,478,0,11250,"3255,1042",0,1647,117,4328,11987,4223,105,"8188,2821",0,0,0,0,"31,6","579,81",139,"6380,77"
3525904005011,6695,6921,13616,"43,93",10416,557,183,2451,9,12388,"1394,273","17788,12",2885,429,4543,13633,4542,2,"3668,0073","2,38","67,72","94,01","4120,03","203,8","4254,68",258,"6848,96"
